"year","month","PRCP","TMIN","TMAX","TAVG","grow.yr","PDSI","quarter"
1984,6,3.3,5,24.4,14.7,1984,-1.92,3
1984,7,106.7,10.8,26.6,18.7,1984,0.84,4
1984,8,98.1,9.8,25.5,17.7,1984,1.53,4
1984,9,44.6,6.4,23.9,15.1,1984,1.68,4
1984,10,36.4,-1.9,13.4,5.8,1985,2.09,1
1984,11,35.6,-6.9,10.6,1.8,1985,1.69,1
1984,12,126.9,-7.6,4.2,-1.7,1985,2.57,1
1985,1,60.4,-9.1,4.1,-2.5,1985,2.9,2
1985,2,42.5,-10.1,6.6,-1.7,1985,2.78,2
1985,3,64.6,-4.8,8.6,1.9,1985,3.03,2
1985,4,86.3,-0.9,16.7,7.9,1985,3.55,3
1985,5,6.7,1.2,20.4,10.8,1985,3.78,3
1985,6,2.3,6.4,27.5,17,1985,4.08,3
1985,7,59.8,11.1,28,19.6,1985,4.07,4
1985,8,27.4,9.2,27.7,18.5,1985,2.6,4
1985,9,93.4,2.9,20.4,11.7,1985,2.98,4
1985,10,62,0.7,16.7,8.7,1986,2.94,1
1985,11,168.7,-6,8,1,1986,3.79,1
1985,12,3.8,-7.9,8.4,0.2,1986,-0.43,1
1986,1,7.9,-5.6,11.1,2.8,1986,-1.24,2
1986,2,44.6,-6.1,8.5,1.2,1986,-1.26,2
1986,3,66.2,-3.9,12.5,4.3,1986,-1.17,2
1986,4,31.2,-1.7,15.2,6.7,1986,-1.18,3
1986,5,18.4,1.4,20.8,11.1,1986,-1.45,3
1986,6,29.4,6.4,26,16.2,1986,-1.59,3
1986,7,168.3,9.7,25.8,17.7,1986,0.34,4
1986,8,204.8,10.9,26.5,18.7,1986,0.42,4
1986,9,122,3.9,19.4,11.6,1986,0.72,4
1986,10,51.3,-1.9,14.6,6.4,1987,1.05,1
1986,11,42.7,-4.2,10.4,3.1,1987,1.51,1
1986,12,36.3,-8.4,6.5,-1,1987,1.45,1
1987,1,63.8,-11.1,6.2,-2.5,1987,1.55,2
1987,2,64.6,-7.4,6.4,-0.5,1987,1.82,2
1987,3,43.1,-7.5,8.3,0.4,1987,1.76,2
1987,4,5.4,-1.8,17.2,7.7,1987,1.27,3
1987,5,17.8,1.6,19.2,10.4,1987,1.61,3
1987,6,6.4,5.4,27.2,16.3,1987,1.85,3
1987,7,49,7.4,26.8,17.1,1987,1.82,4
1987,8,95.1,8.8,25.4,17.1,1987,1.89,4
1987,9,37.7,4.2,23.1,13.6,1987,1.12,4
1987,10,117.9,1.2,19.2,10.2,1988,1.47,1
1987,11,74,-4.9,9.4,2.3,1988,2.21,1
1987,12,35,-10.3,4.9,-2.7,1988,2.17,1
1988,1,41.7,-8.9,5.7,-1.6,1988,2.12,2
1988,2,58.4,-7.1,9.6,1.2,1988,2.04,2
1988,3,3.6,-5.7,11.7,3,1988,1.22,2
1988,4,97.4,-1.7,15,6.6,1988,2.33,3
1988,5,3.6,0.4,20.5,10.4,1988,2.32,3
1988,6,47.2,6.7,26.1,16.4,1988,3.03,3
1988,7,88.7,10.7,28.6,19.7,1988,2.49,4
1988,8,121.3,10.1,25.7,17.9,1988,3.3,4
1988,9,3.9,3.7,22.9,13.3,1988,-0.42,4
1988,10,31.2,1.6,21.1,11.4,1989,-1,1
1988,11,29.1,-5.3,10.7,2.7,1989,-0.93,1
1988,12,25.5,-10.2,5.6,-2.3,1989,-1.24,1
1989,1,46.7,-11,4.5,-3.2,1989,-1.12,2
1989,2,34.4,-7.2,7.5,0.1,1989,-1.36,2
1989,3,52.8,-3.7,14.6,5.4,1989,-1.88,2
1989,4,0.3,0,20.4,10.2,1989,-2.91,3
1989,5,15.7,2.8,21.8,12.3,1989,-3.46,3
1989,6,5.8,5.3,26.7,16,1989,-4.05,3
1989,7,58,10.9,29.1,20,1989,-4.07,4
1989,8,86.5,8.4,26.6,17.5,1989,-3.83,4
1989,9,7.6,4.7,24.9,14.8,1989,-4.36,4
1989,10,32.5,-0.5,17.6,8.6,1990,-4.14,1
1989,11,0,-5.5,12.5,3.5,1990,-4.48,1
1989,12,26.7,-10,9.5,-0.2,1990,-4.65,1
1990,1,39.1,-10.2,6.3,-1.9,1990,-4.57,2
1990,2,81.2,-10,7,-1.5,1990,-4.12,2
1990,3,55,-4.5,11.4,3.5,1990,-4.17,2
1990,4,58.9,-0.2,15.8,7.8,1990,-3.85,3
1990,5,18.6,0.5,19.8,10.2,1990,-3.98,3
1990,6,6.1,7.2,28.8,18,1990,-4.44,3
1990,7,109.8,11.1,27.6,19.4,1990,0.2,4
1990,8,43.4,7.9,26.1,17,1990,-0.25,4
1990,9,157.1,7.4,23.6,15.5,1990,0.79,4
1990,10,12.5,-0.4,19.1,9.4,1991,-0.38,1
1990,11,27.8,-5.4,11.6,3.1,1991,-0.34,1
1990,12,42.7,-12.1,4.5,-3.8,1991,-0.18,1
1991,1,44.7,-7.6,6,-0.8,1991,-0.16,2
1991,2,52.9,-5.6,11.3,2.9,1991,-0.69,2
1991,3,152.4,-6.6,6.9,0.1,1991,1.12,2
1991,4,0,-3,15.3,6.1,1991,-0.36,3
1991,5,3.6,0,19.3,9.7,1991,-0.44,3
1991,6,15,3.5,24.5,14,1991,-0.11,3
1991,7,26.6,9.8,29.1,19.5,1991,-0.56,4
1991,8,41.6,10.1,28.3,19.2,1991,-0.95,4
1991,9,6.7,6,24.7,15.4,1991,-0.98,4
1991,10,28.5,0.6,20.1,10.4,1992,-1.38,1
1991,11,113.6,-4.4,9.8,2.7,1992,0.49,1
1991,12,69.2,-7.3,5.3,-1,1992,1.09,1
1992,1,51.5,-10.4,5.2,-2.6,1992,1.08,2
1992,2,93.7,-4.3,7.9,1.8,1992,1.17,2
1992,3,111.7,-3.2,9.9,3.4,1992,1.8,2
1992,4,19.9,-0.3,19.2,9.5,1992,1.22,3
1992,5,105.3,4.1,19.6,11.8,1992,2.84,3
1992,6,8.1,5.2,24.8,15,1992,3.32,3
1992,7,67.7,9.4,27.4,18.4,1992,3.75,4
1992,8,147.5,9.8,25.9,17.9,1992,4.54,4
1992,9,0,5.1,25.3,15.2,1992,3.82,4
1992,10,92.5,0.9,19.6,10.2,1993,3.49,1
1992,11,11.7,-6.8,8.7,1,1993,2.82,1
1992,12,172.3,-10.5,4.2,-3.2,1993,3.68,1
1993,1,242.6,-5.6,5.7,0.1,1993,5.96,2
1993,2,255.2,-5,5.6,0.3,1993,7.11,2
1993,3,39.2,-3.7,12.7,4.5,1993,6.51,2
1993,4,6.6,-1.3,17.3,8,1993,5.52,3
1993,5,11.4,2.3,22,12.1,1993,5.5,3
1993,6,14,5.4,26.2,15.8,1993,5.3,3
1993,7,0,9.2,28,18.6,1993,-1.05,4
1993,8,106.6,9.9,26.5,18.2,1993,-0.35,4
1993,9,49.5,4.2,24.6,14.4,1993,-0.98,4
1993,10,83.6,-0.2,17.3,8.6,1994,0.56,1
1993,11,76.7,-6.2,9.5,1.7,1994,0.8,1
1993,12,19.4,-8.9,6.8,-1.1,1994,-0.5,1
1994,1,9.6,-7.9,8.7,0.4,1994,-1.09,2
1994,2,62.8,-9.1,6.7,-1.2,1994,-0.98,2
1994,3,77,-3,12.5,4.8,1994,-1.15,2
1994,4,62.9,-1.5,15.2,6.9,1994,-0.84,3
1994,5,25.7,1.9,19.9,10.9,1994,-0.82,3
1994,6,12.326,3.6,28.4,16,1994,-1.3,3
1994,7,43.2,9,28.1,18.5,1994,-2.09,4
1994,8,91.8,11.1,27.1,19.1,1994,-2.43,4
1994,9,70,5.7,23.2,14.5,1994,0.1,4
1994,10,28.4,-2.3,15.8,6.8,1995,0.33,1
1994,11,48.5,-6.6,6.8,0.1,1995,0.68,1
1994,12,36.5,-6.2,6.3,0,1995,0.69,1
1995,1,60.9,-7.5,3.5,-2,1995,1.5,2
1995,2,95.7,-4.3,10.1,2.9,1995,1.47,2
1995,3,101.4,-3.4,10.3,3.5,1995,1.77,2
1995,4,37.8,-3,12.3,4.6,1995,1.89,3
1995,5,22.3,0.3,15.5,7.9,1995,2.39,3
1995,6,1.5,2.5,23.1,12.8,1995,2.8,3
1995,7,15.6,8,28.2,18.1,1995,-0.31,4
1995,8,58.5,11.2,27.5,19.4,1995,-0.46,4
1995,9,40.3,5.8,24.1,14.9,1995,-0.2,4
1995,10,0.3,-1.9,19.3,8.7,1996,-1,1
1995,11,7.9,-3.7,15.2,5.7,1996,-1.45,1
1995,12,8.9,-8,7.9,-0.1,1996,-1.92,1
1996,1,4.8,-8.7,8,-0.3,1996,-2.53,2
1996,2,34.5,-4.6,10.1,2.8,1996,-2.92,2
1996,3,13.7,-5.2,11.6,3.2,1996,-3.4,2
1996,4,1.8,-2.6,16.9,7.1,1996,-4.14,3
1996,5,0,-1.7,23.8,11.1,1996,-5.12,3
1996,6,0,5.6,27.5,16.6,1996,-5.77,3
1996,7,45.6,12.2,28.2,20.2,1996,-5.83,4
1996,8,23.5,9.9,27.4,18.6,1996,-6.39,4
1996,9,94.7,5.2,20.5,12.8,1996,-4.86,4
1996,10,23.6,-1.4,15.5,7.1,1997,-4.4,1
1996,11,26.6,-6.8,10.6,1.9,1997,-3.83,1
1996,12,16.4,-6.1,7.8,0.8,1997,-4.08,1
1997,1,81.5,-8.5,4,-2.2,1997,-3.01,2
1997,2,25.1,-8.2,5.5,-1.4,1997,-2.81,2
1997,3,0.8,-5.7,13.6,3.9,1997,-3.49,2
1997,4,15.5,-2.7,12.1,4.7,1997,-2.89,3
1997,5,2.1,2.4,22.3,12.3,1997,-2.94,3
1997,6,4.6,3.9,23.9,13.9,1997,-2.91,3
1997,7,5.4,7.5,27.8,17.7,1997,-3.15,4
1997,8,71.9,9.9,25.3,17.6,1997,0.31,4
1997,9,93.5,7.8,22.7,15.2,1997,1.06,4
1997,10,29.4,-1.4,15.8,7.2,1998,1.04,1
1997,11,20.4,-4.8,11.1,3.1,1998,0.67,1
1997,12,47,-9.7,3.7,-3,1998,0.65,1
1998,1,33,-7.2,6.5,-0.4,1998,0.13,2
1998,2,54.6,-8.4,3,-2.7,1998,0.69,2
1998,3,94.9,-6.3,8.2,0.9,1998,1.14,2
1998,4,38.7,-4.3,10.1,2.9,1998,1.42,3
1998,5,33.3,-0.3,16.7,8.2,1998,1.59,3
1998,6,0,2.5,23,12.8,1998,1.54,3
1998,7,120.1,10.3,27.7,19,1998,2.1,4
1998,8,71.8,10.1,26.4,18.2,1998,1.05,4
1998,9,113.2,6.6,21.4,14,1998,1.16,4
1998,10,79.2,-1.3,15.3,7,1999,2.06,1
1998,11,44.6,-5.4,11,2.8,1999,1.97,1
1998,12,10.7,-7.5,6.5,-0.5,1999,-0.48,1
1999,1,7.1,-7.6,9.6,1,1999,-1.24,2
1999,2,12.2,-6.9,10.4,1.7,1999,-1.97,2
1999,3,13.5,-4.8,12.6,3.9,1999,-2.85,2
1999,4,71.4,-4.1,10.2,3.1,1999,-2.22,3
1999,5,10.7,0.3,19,9.6,1999,-2.62,3
1999,6,24.2,4.7,24.1,14.4,1999,-3.07,3
1999,7,83.2,11,24.7,17.9,1999,1.12,4
1999,8,62.5,8.9,24.6,16.7,1999,1.83,4
1999,9,115.4,4.9,21.9,13.4,1999,2.22,4
1999,10,0,-2.5,19.9,8.7,2000,-0.91,1
1999,11,0,-6.6,16,4.7,2000,-1.81,1
1999,12,0,-9.8,6.8,-1.5,2000,-2.41,1
2000,1,15.7,-7.4,8.4,0.5,2000,-2.93,2
2000,2,41,-5.1,9.1,2,2000,-3.41,2
2000,3,79.2,-5.2,9,1.9,2000,-2.64,2
2000,4,4.9,-1.9,18,8.1,2000,-3.16,3
2000,5,3.1,2.8,23.2,13,2000,-4.09,3
2000,6,28.3,7,26.5,16.8,2000,-4.46,3
2000,7,7.3,9.7,28.7,19.2,2000,-5.36,4
2000,8,72.3,10.5,26.1,18.3,2000,-4.95,4
2000,9,9.1,6.1,25.2,15.6,2000,-5.41,4
2000,10,97.9,0.4,15.4,7.9,2001,-3.24,1
2000,11,27.1,-7.9,6.5,-0.7,2001,-2.73,1
2000,12,5.4,-6.4,9.3,1.5,2001,-2.99,1
2001,1,66.2,-9.5,4.1,-2.7,2001,-2.42,2
2001,2,42.7,-8.3,5.7,-1.3,2001,-2.2,2
2001,3,32.5,-4.1,11.8,3.9,2001,-2.19,2
2001,4,35.8,-1.2,13.9,6.4,2001,-1.8,3
2001,5,20.8,3,22.9,12.9,2001,-1.68,3
2001,6,0.8,6.2,27.3,16.8,2001,-1.82,3
2001,7,71.1,10.2,27.1,18.6,2001,-1.85,4
2001,8,88,9.7,26.1,17.9,2001,-1.66,4
2001,9,17.2,5.1,25.8,15.5,2001,-2.34,4
2001,10,30.7,0.7,19.5,10.1,2002,-2.77,1
2001,11,11,-4.1,11.6,3.8,2002,-3.07,1
2001,12,29.5,-10.6,5,-2.8,2002,-2.97,1
2002,1,0.5,-7.9,6.8,-0.6,2002,-3.37,2
2002,2,1.8,-8.1,10.4,1.1,2002,-3.96,2
2002,3,15.7,-6.7,11,2.2,2002,-4.29,2
2002,4,13,-0.4,17.5,8.6,2002,-4.96,3
2002,5,0,0.6,21.7,11.2,2002,-5.78,3
2002,6,0,6,28.4,17.2,2002,-6.6,3
2002,7,66,13,29.1,21.1,2002,-6.85,4
2002,8,25.5,9.9,27.9,18.9,2002,-7.43,4
2002,9,101.8,6.2,22.8,14.5,2002,-5.65,4
2002,10,47.8,-0.3,15.3,7.5,2003,-5.15,1
2002,11,37.7,-3.8,10.8,3.5,2003,-4.82,1
2002,12,17.5,-9.2,5.1,-2.1,2003,-4.43,1
2003,1,3.7,-5,10.7,2.9,2003,-4.93,2
2003,2,69.8,-5.7,6.8,0.6,2003,-4.12,2
2003,3,28.6,-4.3,10.1,2.9,2003,-3.88,2
2003,4,11.2,-3.4,12.9,4.7,2003,-3.73,3
2003,5,18.6,2.8,21.4,12.1,2003,-4.17,3
2003,6,1,5.9,26,15.9,2003,-4.6,3
2003,7,86.5,12,29.7,20.9,2003,-5.06,4
2003,8,77.1,10.8,25.7,18.3,2003,-4.99,4
2003,9,66.7,6.1,24,15.1,2003,-4.7,4
2003,10,3.6,1.4,20.6,11,2004,-4.79,1
2003,11,63.8,-4.6,8.7,2.1,2004,-4.03,1
2003,12,23.5,-8.1,6,-1,2004,-4,1
2004,1,19.3,-7.9,4.4,-1.8,2004,-3.96,2
2004,2,27,-9,3.6,-2.7,2004,-3.61,2
2004,3,18.8,-3,15,6,2004,-4.22,2
2004,4,46.2,-1.6,13.4,5.9,2004,-3.71,3
2004,5,0,1.5,21.3,11.4,2004,-4.23,3
2004,6,0.6,5.2,26,15.6,2004,-4.58,3
2004,7,37.6,8.9,27.3,18.1,2004,-4.89,4
2004,8,119.6,9.1,24.7,16.9,2004,-4.8,4
2004,9,44.9,4.6,22,13.3,2004,0.72,4
2004,10,89.3,-0.3,14.2,6.9,2005,1.25,1
2004,11,78.9,-4.7,7.6,1.5,2005,1.93,1
2004,12,118.7,-6.6,5.9,-0.3,2005,2.04,1
2005,1,167,-5.7,5.2,-0.2,2005,3.02,2
2005,2,106.4,-3.8,4.9,0.6,2005,4.27,2
2005,3,61.7,-4,9,2.5,2005,4.02,2
2005,4,54.7,-2.2,14.2,6,2005,4.08,3
2005,5,2.1,2.1,20.6,11.4,2005,4.28,3
2005,6,10.2,4.3,24.5,14.4,2005,4.57,3
2005,7,63.9,10,29.2,19.6,2005,-0.42,4
2005,8,86.8,9.8,24.5,17.1,2005,-0.13,4
2005,9,11.8,5.3,22.8,14,2005,-0.76,4
2005,10,40.5,0.2,16.9,8.6,2006,-0.81,1
2005,11,5.1,-5.2,12.7,3.7,2006,-1.53,1
2005,12,0.3,-8.8,8.8,0,2006,-2.24,1
2006,1,5.9,-9.4,7.7,-0.8,2006,-2.9,2
2006,2,2.3,-7.7,10.2,1.2,2006,-3.76,2
2006,3,55.1,-6.2,7.1,0.4,2006,-3.34,2
2006,4,25.3,-2,15.7,6.8,2006,-3.52,3
2006,5,2.2,2.4,22.5,12.4,2006,-4.59,3
2006,6,16.6,7.9,27.9,17.9,2006,-5.29,3
2006,7,103.6,12.4,27.4,19.9,2006,-4.64,4
2006,8,72,9.9,24.4,17.2,2006,-4.29,4
2006,9,31.5,3.9,20.9,12.4,2006,-3.8,4
2006,10,64.9,-1.1,15.2,7.1,2007,-2.88,1
2006,11,1.5,-5.3,12.4,3.6,2007,-3.33,1
2006,12,15.5,-9.1,6.8,-1.1,2007,-3.49,1
2007,1,30.5,-10.4,3,-3.7,2007,-3.55,2
2007,2,20.7,-7,7.6,0.3,2007,-3.72,2
2007,3,13,-3.7,13.7,5,2007,-3.96,2
2007,4,9.6,-2,16,7,2007,-4.29,3
2007,5,3.6,2.1,21.3,11.7,2007,-4.63,3
2007,6,0.3,6.8,27.3,17.1,2007,-5.33,3
2007,7,72.7,12,28.6,20.3,2007,-4.9,4
2007,8,65.1,11.6,26.5,19.1,2007,-4.6,4
2007,9,73.6,5.9,22.7,14.3,2007,-4.46,4
2007,10,9.7,-0.1,17.5,8.7,2008,-4.7,1
2007,11,35.1,-3.8,14.4,5.3,2008,-4.88,1
2007,12,110,-10.8,4.2,-3.3,2008,-3.65,1
2008,1,100.4,-11.2,2.8,-4.2,2008,-2.41,2
2008,2,65.1,-8.3,7,-0.6,2008,-1.58,2
2008,3,1.1,-4.8,11.6,3.4,2008,-2.04,2
2008,4,0,-2.5,15.9,6.7,2008,-2.37,3
2008,5,29.7,0.5,17.9,9.2,2008,-1.78,3
2008,6,0.5,6.2,27,16.6,2008,-1.48,3
2008,7,59.8,12,27.4,19.7,2008,-1.3,4
2008,8,60.8,11.9,26.8,19.4,2008,-1.3,4
2008,9,17.6,5.4,24,14.7,2008,-1.81,4
2008,10,5.3,-0.9,19.1,9.1,2009,-2.13,1
2008,11,32.9,-2.7,13.3,5.3,2009,-2.2,1
2008,12,105.9,-7.8,6.2,-0.8,2009,-1.44,1
2009,1,18.5,-6.9,6.9,0,2009,-1.7,2
2009,2,37.6,-7.9,7.5,-0.2,2009,-1.81,2
2009,3,5.6,-4.6,12.3,3.9,2009,-2.39,2
2009,4,8.5,-2.8,14.5,5.9,2009,-2.72,3
2009,5,52.8,4.2,22.4,13.3,2009,-2.51,3
2009,6,9.2,5.6,22.9,14.3,2009,-2.67,3
2009,7,25.6,11.4,28.7,20,2009,-3.35,4
2009,8,18.9,8.6,27.9,18.2,2009,-4.44,4
2009,9,19.6,6.4,23.6,15,2009,-4.58,4
2009,10,5.4,-1.6,16,7.2,2010,-4.65,1
2009,11,22.4,-4.5,12.7,4.1,2010,-4.88,1
2009,12,72.4,-11.2,2.9,-4.2,2010,-4.21,1
2010,1,142.2,-9.1,5.2,-2,2010,-2.59,2
2010,2,46,-7.4,5.1,-1.2,2010,-1.92,2
2010,3,33.3,-5.7,9.2,1.8,2010,-1.7,2
2010,4,14.5,-3,13.5,5.2,2010,-1.71,3
2010,5,2.6,-0.3,18.4,9.1,2010,-1.49,3
2010,6,2.3,5.5,25.9,15.7,2010,-1.23,3
2010,7,151,12.2,27.6,19.9,2010,-0.67,4
2010,8,90.5,11,25,18,2010,-0.68,4
2010,9,20,5.7,25.6,15.6,2010,-1.15,4
2010,10,74.5,1.7,17,9.3,2011,-0.63,1
2010,11,45.6,-6.3,9.1,1.4,2011,-0.96,1
2010,12,86.4,-4.8,7.6,1.4,2011,-0.7,1
2011,1,1.5,-13.2,6.8,-3.2,2011,-1.34,2
2011,2,82.6,-9.6,4.9,-2.4,2011,-1.25,2
2011,3,24.2,-3.6,11.9,4.1,2011,-1.82,2
2011,4,28.9,-1.9,15,6.6,2011,-2.15,3
2011,5,22.1,0.1,17.6,8.9,2011,-2.32,3
2011,6,0,3.9,26,15,2011,-2.92,3
2011,7,58.8,10.6,27.5,19.1,2011,-2.8,4
2011,8,70.3,11.2,28,19.6,2011,-3.48,4
2011,9,85.4,6.1,23.7,14.9,2011,-2.87,4
2011,10,52.2,-0.5,17.8,8.6,2012,-2.68,1
2011,11,44.8,-4.6,9.2,2.3,2012,-2.43,1
2011,12,55,-10.4,4,-3.2,2012,-2.15,1
2012,1,10.7,-5.9,8.5,1.3,2012,-2.58,2
2012,2,25.2,-7.2,7,-0.1,2012,-2.86,2
2012,3,46,-5.6,11.6,3,2012,-3.06,2
2012,4,31.4,-1.5,16.8,7.6,2012,-3.44,3
2012,5,0,1.6,22.2,11.9,2012,-4.28,3
2012,6,0,7.2,28.1,17.6,2012,-5.03,3
2012,7,87.7,11.7,26.4,19,2012,-4.19,4
2012,8,65.9,11.3,26.5,18.9,2012,-3.93,4
2012,9,6.6,6.3,23.6,14.9,2012,-4.03,4
2012,10,26.2,0,19.3,9.6,2013,-4.31,1
2012,11,25.9,-5.1,13.6,4.2,2013,-4.57,1
2012,12,52.8,-9.2,5.1,-2,2013,-4,1
2013,1,67.1,-12.3,3.3,-4.5,2013,-3.43,2
2013,2,21.9,-9.6,5,-2.3,2013,-3.4,2
2013,3,35.1,-4.6,13.5,4.5,2013,-3.68,2
2013,4,3,-2.2,16.2,7,2013,-3.88,3
2013,5,5.8,0.9,20.5,10.7,2013,-4.22,3
2013,6,0.8,7.3,28.8,18,2013,-4.73,3
2013,7,192.4,12.2,26.6,19.4,2013,-3.47,4
2013,8,123.5,10.6,24.7,17.6,2013,-2.54,4
2013,9,82.6,6,21.9,13.9,2013,-1.63,4
2013,10,7.4,-2,15.5,6.8,2014,-1.87,1
2013,11,56.5,-4.3,10.3,3,2014,-1.01,1
2013,12,34.4,-9.8,4.8,-2.5,2014,-1.3,1
2014,1,4.3,-6.4,10.4,2,2014,-2.04,2
2014,2,11,-5.1,10.7,2.8,2014,-2.81,2
2014,3,31.5,-3.6,12.8,4.6,2014,-3.08,2
2014,4,31.8,-2.6,15.5,6.4,2014,-3.43,3
2014,5,3.1,1.5,19.9,10.7,2014,-4.05,3
2014,6,0,6.5,27.2,16.9,2014,-4.83,3
2014,7,109.9,11.8,27.6,19.7,2014,-4.9,4
2014,8,134.7,9.7,23.7,16.7,2014,-4.04,4
2014,9,78.8,7.5,23.1,15.3,2014,-3.25,4
2014,10,17.6,1.6,19.8,10.7,2015,-3.59,1
2014,11,15.3,-3.7,12.5,4.4,2015,-3.95,1
2014,12,87.4,-5.1,6.5,0.7,2015,-3.46,1
2015,1,55.7,-6,8.3,1.1,2015,-2.77,2
2015,2,53.9,-4.2,12.9,4.3,2015,-2.82,2
2015,3,94.7,-3,14.1,5.6,2015,-2.97,2
2015,4,27.8,-2.3,15,6.3,2015,-3.01,3
2015,5,45.8,1.2,16.1,8.7,2015,0.48,3
2015,6,43.2,7.9,26.5,17.2,2015,0.75,3
2015,7,70.6,9.9,25.3,17.6,2015,1.09,4
2015,8,76.9,10.7,26.6,18.6,2015,1.44,4
2015,9,31.7,7.4,24.1,15.8,2015,0.97,4
2015,10,94.6,2.6,17.2,9.9,2016,1.62,1
2015,11,71.9,-6.2,8.7,1.2,2016,1.59,1
2015,12,26.2,-9.8,5.4,-2.2,2016,-0.27,1
2016,1,86.6,-9.1,5.2,-2,2016,-0.3,2
2016,2,9.4,-7.1,12,2.4,2016,-1.02,2
2016,3,9.5,-4.5,13.7,4.6,2016,-1.96,2
2016,4,33,-1.4,14.5,6.6,2016,-2.12,3
2016,5,39.9,0.6,17.6,9.1,2016,-2.15,3
2016,6,31.5,7.8,28,17.9,2016,-2.73,3
2016,7,66,10.6,28,19.3,2016,-2.94,4
2016,8,161.2,9.2,24.2,16.7,2016,-2.11,4
2016,9,39,5.9,21.7,13.8,2016,-1.94,4
2016,10,17,1.6,19.1,10.4,2017,-2.43,1
2016,11,50.2,-4.2,11.6,3.7,2017,0.06,1
2016,12,112.2,-6.1,6.6,0.3,2017,0.52,1
2017,1,115.7,-5.6,3,-1.3,2017,1.37,2
2017,2,59.2,-3.4,7.7,2.1,2017,1.32,2
2017,3,45.6,-3.4,13.9,5.3,2017,-0.54,2
2017,4,4.3,-2,16.4,7.2,2017,-0.88,3
2017,5,20,1.2,19.4,10.3,2017,-0.65,3
2017,6,4.3,7.5,28.7,18.1,2017,-0.84,3
2017,7,113.8,12.1,27.4,19.7,2017,-0.16,4
2017,8,83.7,9.8,25.5,17.6,2017,-0.76,4
2017,9,10.8,5,22.5,13.8,2017,-1.14,4
2017,10,0,-0.1,20.1,9.9,2018,-1.94,1
2017,11,0.3,-2,15.4,6.7,2018,-2.88,1
2017,12,0,-6.9,10.7,1.9,2018,-3.6,1
